"","Champ","Team","GoldEarned","Kills","Deaths","Assists","Win","totalDamageDealtToChampions","damageDealtToTurrets","visionScore","totalDamageTaken","turretKills","inhibitorKills","totalMinionsKilled","champLevel","wardsPlaced","firstBloodKill","firstBloodAssist","WRgeneral","WRchamp","Duration_secs","Position","Role"
"11506","Varus",200,8496,3,2,1,"False",15146,1514,24,8352,0,0,194,12,10,"False","False",0.3333,0.5,1390,"BOTTOM","DUO_CARRY"
"11507","Nautilus",200,5270,0,4,8,"False",4314,0,33,11972,0,0,26,9,20,"False","False",0.5667,0,1387,"BOTTOM","DUO_SUPPORT"
"11508","Graves",200,9911,4,7,3,"False",11591,0,34,21742,0,0,52,13,9,"False","False",0.7,0.5,1583,"JUNGLE","NONE"
"11509","Varus",100,8563,1,8,2,"False",14279,384,19,15650,0,0,198,12,9,"False","False",0.4667,0,1473,"BOTTOM","DUO_CARRY"
"11511","Diana",100,13385,12,3,10,"True",22582,5801,15,17775,2,1,181,15,10,"False","False",0.5333,0.75,1586,"MIDDLE","DUO"
"11512","Orianna",100,12592,6,2,13,"True",18051,3134,17,13350,1,0,211,16,9,"True","False",0.4333,0.4286,1628,"TOP","DUO"
"11513","Shen",200,3885,1,2,1,"False",2831,0,6,4058,0,0,84,9,3,"False","False",0.3333,0.1429,696,"NONE","DUO"
"11514","Jax",200,18082,11,9,4,"False",28140,3939,41,39387,2,1,267,18,14,"False","False",0.4333,0.1667,2048,"JUNGLE","NONE"
"11515","Talon",100,10875,4,4,5,"True",14492,7865,15,18483,5,1,191,15,8,"True","False",0.5333,0.7222,1564,"MIDDLE","DUO"
"11517","Kaisa",100,6924,2,5,1,"False",7885,1247,6,14701,0,0,146,12,5,"False","False",0.3667,0.1429,1345,"MIDDLE","SOLO"
"11518","Taliyah",100,11657,9,0,6,"True",12773,3947,16,9331,3,0,190,15,5,"False","False",0.6333,0.8889,1488,"MIDDLE","SOLO"
"11519","Kalista",200,18197,11,11,10,"True",20904,6360,24,34168,1,0,249,18,9,"False","False",0.3333,1,2279,"BOTTOM","DUO_CARRY"
"11520","Gragas",100,9023,7,7,7,"False",15400,0,37,21815,0,0,15,13,14,"False","False",0.4667,0,1458,"JUNGLE","NONE"
"11521","Gragas",100,5707,1,6,6,"False",13197,0,12,18661,0,0,105,12,7,"True","False",0.5,0.5,1195,"NONE","DUO_SUPPORT"
"11522","Elise",100,9081,3,8,4,"False",13414,226,35,24478,1,0,34,12,9,"True","False",0.5333,1,1680,"JUNGLE","NONE"
"11524","Blitzcrank",200,3421,0,2,0,"False",1750,0,23,7145,0,0,21,7,9,"False","False",0.4333,0,1059,"NONE","DUO_SUPPORT"
"11525","LeeSin",100,7515,5,4,4,"False",6761,0,12,18154,1,0,13,11,12,"False","False",0.5333,0.5,1272,"JUNGLE","NONE"
"11526","Trundle",100,13335,5,3,18,"True",13783,1827,38,39867,1,0,53,16,9,"False","False",0.5333,0.6667,2052,"JUNGLE","NONE"
"11527","Leona",100,8456,4,2,10,"False",9351,411,103,42169,0,0,48,12,43,"False","False",0.4333,0.5,1978,"BOTTOM","DUO_SUPPORT"
"11528","Rumble",100,7855,3,5,3,"False",9884,468,10,17045,0,0,154,12,7,"False","False",0.4333,0.4074,1331,"MIDDLE","SOLO"
"11529","Trundle",100,8157,3,4,2,"False",6148,0,27,21798,0,0,27,11,7,"False","False",0.5667,0,1375,"JUNGLE","NONE"
"11530","Ekko",100,11124,12,2,5,"True",15095,1309,29,19436,2,0,26,13,10,"False","False",0.5667,0.5,1421,"JUNGLE","NONE"
"11531","Janna",100,5645,1,3,2,"False",3170,1005,42,8248,0,0,31,10,21,"False","False",0.5,0.6667,1343,"BOTTOM","DUO_SUPPORT"
"11532","Sett",200,8853,5,5,9,"False",9885,68,93,26833,0,0,48,12,48,"False","False",0.5333,0.4,1889,"BOTTOM","DUO_SUPPORT"
"11533","LeeSin",200,9746,5,4,7,"True",9439,1318,30,24082,1,0,17,13,10,"False","False",0.5667,0.6154,1651,"JUNGLE","NONE"
"11534","Irelia",100,13522,8,4,4,"False",19285,3036,11,28569,1,0,234,15,8,"False","False",0.6,0,1799,"TOP","SOLO"
"11535","LeeSin",100,11196,4,2,15,"True",11198,1813,30,28130,4,0,32,15,13,"False","False",0.6,0.6667,1584,"JUNGLE","NONE"
"11537","Neeko",100,11043,11,5,13,"True",19448,7248,49,14315,3,1,42,14,24,"False","False",0.4667,0.5,1582,"MIDDLE","SOLO"
"11538","Riven",200,8819,6,4,5,"True",10437,845,14,15449,0,0,126,13,3,"False","False",0.4,0.381,1342,"TOP","SOLO"
"11539","Nidalee",100,10360,10,0,6,"True",9120,2303,25,19007,0,2,18,14,7,"False","False",0.5333,0.4,1413,"JUNGLE","NONE"
"11540","Sett",100,9117,3,8,12,"True",12969,0,98,36476,0,0,26,14,50,"False","False",0.4,0.6667,2342,"MIDDLE","SOLO"
"11541","Gragas",100,5216,1,4,4,"False",3989,211,17,14656,0,0,11,10,7,"False","False",0.6333,0,962,"NONE","DUO_SUPPORT"
"11542","Nocturne",200,10650,9,6,8,"True",19668,2938,16,21702,1,0,148,14,5,"False","False",0.5333,1,1515,"TOP","DUO"
"11544","Trundle",100,11179,3,3,16,"True",9636,1680,27,34429,2,1,18,15,4,"False","False",0.5333,0.5455,1808,"JUNGLE","NONE"
"11546","Olaf",100,9953,6,9,8,"False",11009,0,17,38108,0,0,23,13,4,"False","False",0.4,0,1802,"JUNGLE","NONE"
"11547","Vladimir",100,9660,4,7,3,"False",11641,1920,5,23827,1,0,178,14,6,"False","False",0.4333,0,1448,"TOP","SOLO"
"11548","Draven",200,10815,5,8,6,"False",14441,3795,15,20967,2,0,166,12,6,"False","False",0.5,0.25,1564,"BOTTOM","DUO_CARRY"
"11549","Karthus",200,10246,3,5,4,"False",24592,0,26,27216,1,0,71,14,16,"False","False",0.6667,0.5,1713,"JUNGLE","NONE"
"11550","Graves",200,15380,8,4,10,"True",28397,3066,41,24135,2,0,56,18,6,"False","False",0.7,0.625,2055,"JUNGLE","NONE"
"11551","Darius",100,8294,0,2,1,"False",4295,2561,13,16172,2,0,202,13,7,"False","False",0.5333,0.25,1369,"TOP","SOLO"
"11552","Orianna",200,7387,3,0,2,"True",10034,392,10,6024,0,0,163,12,7,"False","False",0.6667,0.5,1040,"NONE","DUO_SUPPORT"
"11554","Pyke",200,8851,6,3,5,"True",5492,3191,42,12073,1,0,34,11,18,"False","False",0.5,0.7143,1264,"BOTTOM","DUO_SUPPORT"
"11555","Pyke",200,4999,1,2,2,"False",3037,0,37,8667,0,0,38,9,18,"True","False",0.6,0.6,1210,"BOTTOM","DUO_SUPPORT"
"11556","Graves",100,12626,6,2,11,"True",18819,2941,29,17627,2,0,48,16,8,"False","False",0.4333,0.2222,1556,"JUNGLE","NONE"
"11557","Darius",100,14346,11,2,5,"True",33605,4095,20,36344,2,0,234,17,1,"False","False",0.6,0.6429,1699,"TOP","SOLO"
"11558","Sylas",100,8546,3,7,2,"False",18009,1988,16,34275,1,0,174,13,9,"False","False",0.5667,0,1634,"TOP","SOLO"
"11559","Jhin",100,13110,5,1,13,"True",19927,9064,29,10614,5,1,232,15,6,"False","False",0.5,0.5,1618,"BOTTOM","DUO_CARRY"
"11560","Malzahar",200,6660,2,4,1,"False",5354,139,6,8930,0,0,141,12,4,"False","False",0.5333,0,1250,"MIDDLE","SOLO"
"11561","Camille",200,7291,1,1,2,"True",6275,3584,18,10361,3,0,143,12,8,"False","False",0.4333,0.3333,1250,"TOP","DUO_SUPPORT"
"11562","LeeSin",100,3996,3,4,1,"False",3543,0,2,8346,0,0,9,7,3,"False","False",0.6,0.2,745,"NONE","DUO_SUPPORT"
"11564","Ezreal",100,15958,13,0,9,"True",43462,10486,37,13162,3,0,239,15,9,"False","False",0.7,0.8,1564,"MIDDLE","DUO"
"11565","Kaisa",100,19308,13,4,6,"False",50879,4805,41,25070,2,0,321,18,15,"False","False",0.4667,0,2564,"BOTTOM","DUO_CARRY"
"11566","Alistar",100,5671,1,14,6,"False",6361,0,48,27931,0,0,24,11,33,"False","False",0.5,0.5,1584,"BOTTOM","DUO_SUPPORT"
"11567","Kalista",200,16031,14,8,13,"True",22890,7103,41,23110,2,0,209,16,12,"False","False",0.5667,1,1983,"BOTTOM","DUO_CARRY"
"11568","Pyke",100,16651,15,8,7,"True",22431,3218,22,23993,1,0,118,15,8,"True","False",0.6,0.6,1713,"TOP","SOLO"
"11569","Poppy",200,9940,4,2,8,"True",18772,4487,9,23025,0,0,146,14,6,"False","False",0.5,0.5217,1537,"TOP","SOLO"
"11570","Gangplank",100,20899,9,10,10,"False",41769,12567,49,58559,5,3,253,18,13,"True","False",0.4333,0.4286,2749,"TOP","SOLO"
"11571","Ivern",100,7690,2,5,10,"False",6579,0,22,13049,0,0,11,12,12,"False","False",0.3333,0.25,1492,"JUNGLE","NONE"
"11572","Lucian",200,11149,8,2,7,"True",13877,6389,33,14427,2,0,177,12,9,"False","False",0.5,1,1399,"BOTTOM","DUO_CARRY"
"11573","Qiyana",100,12646,7,4,9,"True",18113,3049,28,18773,1,0,192,15,11,"False","False",0.4667,1,1658,"MIDDLE","SOLO"
"11574","Camille",200,14999,8,5,2,"True",18480,8500,29,32612,3,0,226,17,7,"False","False",0.6333,1,2030,"TOP","SOLO"
"11575","Darius",100,6179,0,5,3,"False",3573,199,9,17337,0,0,145,12,7,"False","False",0.6667,0,1275,"TOP","SOLO"
"11578","Zac",100,4180,0,5,4,"False",6647,0,14,16610,0,0,10,8,7,"False","False",0.4667,0,1009,"NONE","DUO_SUPPORT"
"11579","Vayne",200,17432,15,6,4,"True",50549,4937,26,22096,2,0,206,16,8,"False","False",0.5,0.5,2189,"BOTTOM","DUO_CARRY"
"11580","Thresh",100,9103,1,5,19,"True",7579,2059,86,17642,1,0,33,15,31,"False","False",0.4,0.35,2285,"BOTTOM","DUO_SUPPORT"
"11581","Jinx",100,5129,0,6,2,"False",6415,270,7,10262,0,0,106,10,5,"False","False",0.4667,0.2,1102,"NONE","DUO_SUPPORT"
"11582","Shaco",200,8047,4,1,5,"True",8138,2235,13,14503,2,0,17,12,3,"False","False",0.2667,0.25,1326,"JUNGLE","NONE"
"11583","Sona",200,8533,0,6,12,"False",16405,385,71,25062,0,0,15,15,30,"False","False",0.4333,0.6,2429,"BOTTOM","DUO_SUPPORT"
"11584","LeeSin",200,13547,6,8,18,"True",16849,1497,40,40378,2,0,18,17,26,"False","False",0.4667,0.6364,2166,"JUNGLE","NONE"
"11585","Lulu",100,9836,2,2,30,"True",6818,2889,46,9340,1,0,37,14,16,"False","False",0.6333,0.6,1516,"BOTTOM","DUO_SUPPORT"
"11586","Teemo",100,2507,0,2,0,"False",1277,0,0,1749,0,0,18,4,0,"False","False",0.4667,0,915,"NONE","DUO_SUPPORT"
"11587","Kaisa",100,17209,14,3,5,"False",39202,2855,23,16857,1,0,276,17,9,"False","False",0.3333,0.5,2226,"BOTTOM","DUO_CARRY"
"11588","Ezreal",200,13379,10,3,11,"True",23993,2261,20,16267,1,0,151,15,10,"False","False",0.4667,0.6,2081,"BOTTOM","DUO_CARRY"
"11589","Sona",200,7932,0,8,16,"True",7063,1643,41,15098,2,0,5,13,25,"False","False",0.4667,0.625,1804,"BOTTOM","DUO_SUPPORT"
"11590","Annie",100,14505,11,9,6,"False",33422,3243,25,25526,1,0,166,17,13,"False","False",0.5667,0.5,2127,"MIDDLE","SOLO"
"11591","Pantheon",200,10108,3,8,14,"True",15225,2435,45,27247,2,0,67,14,20,"True","False",0.5667,0.7143,2018,"BOTTOM","DUO_SUPPORT"
"11592","Tryndamere",100,9390,5,7,4,"False",12523,566,14,25994,0,0,146,14,7,"False","False",0.4333,0.6667,1373,"MIDDLE","SOLO"
"11593","Volibear",100,14922,12,8,10,"False",20775,596,42,56205,1,0,32,16,4,"True","False",0.5333,0.5,2428,"JUNGLE","NONE"
"11594","Velkoz",200,20728,17,10,11,"False",91579,500,139,27612,0,0,51,18,59,"False","False",0.4,0.3333,3400,"BOTTOM","DUO_SUPPORT"
"11595","Shaco",200,20508,23,9,13,"True",47851,1143,19,42604,2,1,74,18,0,"False","False",0.4333,1,2389,"JUNGLE","NONE"
"11596","Jinx",100,10133,3,8,10,"True",16842,7587,7,15129,3,1,167,13,6,"False","False",0.4667,1,1695,"BOTTOM","DUO_CARRY"
"11597","Fiora",100,13366,9,7,6,"False",28715,2272,17,36072,1,0,192,17,10,"False","False",0.5333,0.3333,1926,"TOP","SOLO"
"11598","Ezreal",100,15305,12,5,9,"True",33790,9592,18,21319,5,0,182,16,10,"True","False",0.4667,0.75,1929,"BOTTOM","DUO_CARRY"
"11602","Thresh",100,7013,1,1,11,"True",4136,1109,36,9046,0,0,26,12,26,"False","False",0.4,0.8333,1352,"BOTTOM","DUO_SUPPORT"
"11603","Sylas",100,11937,9,3,8,"True",22997,4641,17,28001,1,0,166,15,10,"False","False",0.6,0.6667,1582,"MIDDLE","SOLO"
"11604","Kalista",200,18026,21,4,15,"True",40727,8969,31,26236,3,1,260,16,9,"False","False",0.7,1,1968,"BOTTOM","DUO_CARRY"
"11605","Ezreal",100,15197,15,3,12,"True",26982,8897,25,15391,4,0,184,14,8,"False","False",0.5667,0.375,1432,"BOTTOM","DUO_CARRY"
"11606","Aatrox",200,5515,0,5,2,"False",6933,163,8,13580,0,0,113,10,5,"False","False",0.2667,0.4286,1224,"TOP","SOLO"
"11608","MissFortune",200,13356,5,2,6,"True",11912,9076,18,10564,2,0,252,16,9,"False","False",0.4333,0.5,1928,"BOTTOM","DUO_CARRY"
"11609","Sett",100,6481,1,9,3,"False",5489,0,71,24071,0,0,44,12,31,"False","False",0.4,0,1729,"BOTTOM","DUO_SUPPORT"
"11610","Nidalee",100,14194,11,8,12,"False",25216,504,30,35158,1,0,18,16,11,"False","False",0.4667,0.4286,1924,"JUNGLE","NONE"
"11612","Corki",100,13287,7,7,11,"True",25885,3206,39,24727,0,0,201,17,14,"False","False",0.4,1,2021,"MIDDLE","SOLO"
"11615","Ekko",200,14484,10,6,13,"True",19299,2584,42,32470,1,0,17,16,9,"False","False",0.6667,1,1708,"JUNGLE","NONE"
"11616","Heimerdinger",100,10792,5,6,9,"False",30206,807,31,16118,1,0,155,14,9,"False","False",0.4,0.4138,1633,"BOTTOM","DUO_CARRY"
"11617","Ornn",200,6739,1,1,3,"True",7447,0,15,15358,0,0,123,13,7,"False","False",0.3667,1,1343,"TOP","SOLO"
"11618","Thresh",100,9379,2,11,18,"False",9042,0,100,34539,0,0,31,15,50,"False","False",0.7,0.6667,2382,"BOTTOM","DUO_SUPPORT"
"11619","Ekko",100,14442,13,4,11,"True",20131,2959,29,32971,2,2,51,15,6,"False","False",0.3333,0.25,1928,"JUNGLE","NONE"
"11620","Nami",200,7941,2,8,14,"False",7515,714,55,18826,1,0,9,14,27,"False","False",0.6333,0.3333,2100,"BOTTOM","DUO_SUPPORT"
"11622","Caitlyn",100,11449,7,4,5,"False",26220,1748,22,22502,1,0,205,14,8,"False","False",0.5667,0.4444,1811,"BOTTOM","DUO_CARRY"
"11623","Ornn",200,10463,1,2,2,"False",20207,2520,14,23451,2,0,231,16,8,"False","False",0.4,0.3,1666,"TOP","SOLO"
"11624","Aatrox",200,10250,4,3,8,"True",10312,1608,23,22471,2,1,155,13,9,"False","False",0.6,1,1563,"BOTTOM","DUO_CARRY"
"11625","Yasuo",100,9445,1,5,7,"False",12395,1999,33,16331,1,0,174,13,11,"False","False",0.4,0.2,1556,"MIDDLE","SOLO"
"11626","Yasuo",100,18108,6,9,11,"False",30339,4828,32,36331,1,0,320,18,19,"False","False",0.4,0.2,2642,"TOP","SOLO"
"11627","Hecarim",200,12495,7,4,11,"True",17962,2981,33,32949,1,1,16,15,6,"False","False",0.7,1,1762,"JUNGLE","NONE"
"11628","Mordekaiser",200,14142,10,5,6,"True",25555,1792,22,25082,0,0,208,17,12,"True","False",0.5,1,1762,"TOP","SOLO"
"11630","Blitzcrank",200,5755,1,9,5,"False",4128,1116,24,15396,0,0,26,10,10,"False","False",0.6,1,1426,"BOTTOM","DUO_SUPPORT"
"11631","Sona",200,10486,5,5,15,"True",25208,2439,70,16776,1,0,12,15,32,"False","False",0.6,0.6667,1964,"BOTTOM","DUO_SUPPORT"
"11632","Tristana",100,11385,11,4,4,"False",19293,4127,13,10860,1,0,149,11,8,"True","False",0.7667,0.75,1452,"BOTTOM","DUO_CARRY"
"11633","Tristana",100,8732,6,5,2,"False",13261,1978,9,12039,1,0,97,11,5,"False","False",0.6,0,1202,"BOTTOM","DUO_CARRY"
"11634","Ezreal",200,3464,1,5,1,"False",5392,27,5,6146,0,0,61,6,4,"False","False",0.6333,0.3333,796,"NONE","DUO_SUPPORT"
"11635","Varus",100,7402,6,10,3,"False",9595,0,13,10991,0,0,63,9,9,"False","False",0.5,0.6154,1125,"NONE","DUO_SUPPORT"
"11636","Cassiopeia",200,9640,3,3,6,"False",15363,2496,15,14967,2,0,173,14,6,"False","False",0.5333,0.6,1395,"TOP","SOLO"
"11637","Gragas",100,11402,4,7,6,"False",20463,2458,19,29059,1,0,216,15,11,"False","False",0.3667,0.125,1711,"TOP","SOLO"
"11638","Irelia",100,13823,4,6,9,"False",19697,4902,22,27989,3,0,236,16,14,"True","False",0.2333,0.25,1741,"TOP","SOLO"
"11639","TahmKench",200,6719,2,5,3,"False",4921,1344,19,18978,0,0,119,11,9,"False","False",0.4,0,1473,"BOTTOM","DUO_CARRY"
"11640","Pantheon",200,8325,2,5,6,"True",11537,2637,18,13015,0,0,158,13,6,"True","False",0.6,1,1325,"MIDDLE","SOLO"
"11643","Sylas",100,8746,6,7,2,"False",19084,1511,21,29188,0,0,118,13,9,"False","False",0.6333,0.8571,1600,"TOP","SOLO"
"11644","Kayle",100,7150,1,0,0,"True",1688,6050,8,2475,2,0,142,11,5,"False","False",0.7,0.8462,918,"NONE","DUO"
"11645","Zyra",100,18382,10,4,9,"True",43809,6618,26,25052,4,2,231,18,16,"False","False",0.5333,0.6667,2701,"MIDDLE","SOLO"
"11646","Yuumi",100,8558,1,7,21,"False",12845,783,45,13878,0,0,6,14,19,"False","False",0.4333,0.3333,1947,"BOTTOM","DUO_SUPPORT"
"11647","Bard",200,10244,5,7,19,"True",19932,920,69,19471,0,0,20,16,26,"False","False",0.4667,0.4783,2086,"BOTTOM","DUO_SUPPORT"
"11648","Cassiopeia",200,13858,13,3,5,"True",27788,5287,25,21403,1,0,191,17,10,"False","False",0.5667,0.6,1599,"TOP","SOLO"
"11649","Pyke",200,15204,11,6,10,"False",15810,2151,110,18557,1,1,53,14,56,"True","False",0.5,0.6364,1959,"BOTTOM","DUO_SUPPORT"
"11651","Gragas",200,8868,3,5,8,"False",15613,0,15,28653,0,0,54,13,4,"False","False",0.5,0.6667,1689,"JUNGLE","NONE"
"11652","Ekko",200,7177,3,5,3,"False",15556,0,13,20980,0,0,128,12,8,"False","False",0.4,0,1271,"TOP","SOLO"
"11653","Aphelios",200,14513,8,4,14,"True",36452,5224,29,14603,1,0,213,15,10,"False","False",0.4,0.4444,1907,"BOTTOM","DUO_CARRY"
"11654","Fiora",200,9301,5,2,1,"True",12039,7765,14,18451,2,0,175,14,6,"False","False",0.4333,0.5,1167,"NONE","DUO_SUPPORT"
"11655","Annie",200,10200,9,2,6,"True",17032,3006,15,11019,2,0,148,14,6,"False","False",0.5,0.8333,1504,"MIDDLE","SOLO"
"11656","Rumble",200,7676,3,5,1,"False",8860,1937,17,10031,0,0,167,13,8,"False","False",0.4,0.3333,1269,"TOP","SOLO"
"11657","Cassiopeia",200,8070,9,3,2,"True",9911,1453,6,10098,0,0,118,11,5,"False","False",0.5667,0.5,946,"NONE","DUO_SUPPORT"
"11658","Graves",200,11743,8,5,5,"True",15048,3826,30,18823,0,0,37,14,9,"True","False",0.3667,0.5714,1587,"JUNGLE","NONE"
"11659","Shen",100,12595,5,5,14,"True",22263,4025,28,38666,3,0,182,17,15,"False","False",0.4667,0.4286,2047,"TOP","SOLO"
"11660","Draven",100,11509,2,8,5,"False",19320,3658,13,25044,1,0,217,14,6,"False","False",0.4,0,1688,"BOTTOM","DUO_CARRY"
"11661","Warwick",200,6727,3,5,3,"False",8357,0,21,20926,0,0,13,10,7,"True","False",0.3,0,1348,"JUNGLE","NONE"
"11662","MasterYi",200,14192,12,1,5,"True",18830,7435,13,22424,2,0,71,17,0,"False","False",0.5333,1,1586,"JUNGLE","NONE"
"11663","Draven",200,5246,2,5,1,"False",5520,1612,1,6495,0,0,70,7,1,"False","False",0.6333,0.85,1072,"NONE","DUO_SUPPORT"
"11664","Kindred",100,12880,16,6,5,"True",24325,7185,20,19300,1,0,151,14,7,"False","False",0.7,0.75,1406,"BOTTOM","DUO_CARRY"
"11665","Syndra",200,18911,14,12,8,"True",43648,3765,35,34431,1,1,258,18,20,"False","False",0.7333,1,2439,"JUNGLE","NONE"
"11666","Khazix",200,10720,9,1,9,"True",14795,2312,17,25097,2,0,28,13,3,"True","False",0.5333,0.5,1320,"JUNGLE","NONE"
"11668","Soraka",100,5679,0,5,2,"False",5457,0,17,13308,0,0,118,10,11,"False","False",0.4333,0,1299,"MIDDLE","SOLO"
"11669","Ziggs",200,13491,3,6,14,"True",24812,17410,20,20668,3,0,232,17,11,"False","False",0.4333,0.6667,1798,"MIDDLE","SOLO"
"11670","Ezreal",200,15560,9,7,10,"True",27609,4908,28,19807,1,0,192,16,8,"False","False",0.5,0.4444,1798,"BOTTOM","DUO_CARRY"
"11671","Leblanc",100,12254,8,4,14,"True",22051,1184,29,26124,1,0,153,15,9,"False","False",0.4333,0.3333,1804,"MIDDLE","SOLO"
"11674","MonkeyKing",100,13049,4,0,9,"True",13342,4964,19,17842,3,1,217,16,9,"True","False",0.4333,1,1506,"TOP","SOLO"
"11675","Kayle",200,7673,2,3,1,"False",7441,2085,7,10983,1,0,152,12,4,"False","False",0.4667,0.4286,1147,"NONE","DUO"
"11676","Karma",200,6346,0,8,6,"False",10435,1119,51,17026,0,0,27,11,24,"False","False",0.6333,0.6364,1572,"BOTTOM","DUO_SUPPORT"
"11677","Teemo",200,6434,1,8,2,"False",12589,0,6,16055,0,0,127,12,4,"False","False",0.3667,0,1501,"TOP","SOLO"
"11678","Leblanc",200,8106,4,5,4,"True",13420,880,17,16038,1,0,92,14,9,"False","False",0.6,1,1723,"MIDDLE","SOLO"
"11679","Ziggs",100,12748,10,4,9,"True",25656,12427,17,14691,2,0,200,15,10,"False","False",0.5,1,1726,"MIDDLE","SOLO"
"11680","Kalista",200,7711,6,1,4,"True",13637,5497,16,8481,2,0,129,11,10,"False","False",0.5667,0.75,966,"NONE","DUO_SUPPORT"
"11681","Gragas",100,7602,4,2,5,"True",10408,3256,12,14348,1,0,121,12,9,"False","False",0.4,0.75,1313,"TOP","SOLO"
"11682","Taric",100,8624,3,6,19,"False",11904,789,53,32761,1,0,32,12,25,"False","False",0.4667,0.4483,1742,"BOTTOM","DUO_SUPPORT"
"11683","Udyr",200,4727,2,0,1,"True",1451,2409,12,6198,0,0,9,8,2,"False","False",0.7,0.7143,681,"NONE","DUO_SUPPORT"
"11684","Ziggs",200,11089,4,1,7,"True",18491,22352,8,8331,4,1,198,14,4,"False","False",0.3,0.5,1463,"BOTTOM","DUO_CARRY"
"11685","Nidalee",200,16688,11,3,10,"True",21012,5993,28,34790,2,1,47,18,8,"False","False",0.4333,0.5,1779,"JUNGLE","NONE"
"11686","Rumble",100,12901,8,6,5,"True",22549,4099,51,20842,3,0,186,16,15,"True","False",0.4333,1,1793,"TOP","SOLO"
"11687","Ezreal",100,7805,2,5,2,"False",7313,983,8,12079,0,0,165,12,6,"False","False",0.3667,0.3333,1341,"BOTTOM","DUO_CARRY"
"11688","Shaco",200,10387,8,1,2,"True",9498,2577,27,16464,3,0,35,13,9,"True","False",0.7,0.7143,1345,"JUNGLE","NONE"
"11689","Nautilus",200,6923,3,3,18,"True",6856,1131,47,9454,0,0,26,11,19,"False","False",0.6333,1,1230,"BOTTOM","DUO_SUPPORT"
"11690","TahmKench",200,6900,5,2,5,"False",9061,2037,40,9922,0,0,35,10,24,"False","False",0.6,0.3333,1248,"BOTTOM","DUO_SUPPORT"
"11692","Kled",100,11347,4,4,6,"False",21983,1777,19,40761,0,0,207,15,10,"False","False",0.4667,0.5,1623,"TOP","SOLO"
"11693","Fiora",100,10232,7,5,8,"True",10439,10722,5,19168,3,0,134,14,6,"False","False",0.6,0.6667,1267,"TOP","SOLO"
"11694","Gangplank",100,12990,6,5,6,"False",23588,1396,29,23401,1,0,212,15,7,"False","False",0.5333,0.5357,1775,"TOP","SOLO"
"11695","RekSai",100,8255,3,5,8,"True",8381,0,38,22599,0,0,7,13,14,"False","False",0.5667,0.625,1370,"JUNGLE","NONE"
"11696","JarvanIV",100,5323,4,1,6,"True",3924,1881,9,6793,0,0,9,8,2,"True","False",0.5667,0.4,697,"NONE","DUO_SUPPORT"
"11697","JarvanIV",200,5851,1,6,6,"False",3751,0,7,13679,0,0,12,9,1,"False","False",0.3333,0,1312,"JUNGLE","NONE"
"11698","Nidalee",100,11584,7,2,7,"True",15035,6454,31,20386,3,0,19,14,8,"False","False",0.4333,0.5,1561,"JUNGLE","NONE"
"11699","Vayne",100,12849,11,6,4,"True",24762,3362,17,19866,1,0,165,14,9,"False","False",0.7667,0.8636,1620,"BOTTOM","DUO_CARRY"
"11700","Kayn",200,12310,10,6,8,"False",23704,827,35,28048,1,0,39,14,10,"False","False",0.5,0,1797,"JUNGLE","NONE"
"11701","Velkoz",100,6107,2,4,2,"False",11930,809,13,8223,0,0,120,10,6,"False","False",0.5667,0.3636,1208,"BOTTOM","DUO_CARRY"
"11702","Zoe",200,14748,18,7,14,"True",37181,4696,19,22294,1,1,139,17,8,"True","False",0.6,1,1870,"MIDDLE","SOLO"
"11703","Kindred",200,5436,1,4,2,"False",6158,165,12,13412,0,0,11,9,3,"False","False",0.5667,0,956,"NONE","DUO_SUPPORT"
"11704","Jax",200,5311,2,3,1,"False",7815,1027,8,8529,0,0,113,10,4,"False","False",0.5667,0.5217,956,"NONE","DUO_SUPPORT"
"11705","Kaisa",100,14539,8,0,3,"True",15399,6534,22,17826,1,0,267,15,10,"False","False",0.4,0.4,1710,"BOTTOM","DUO_CARRY"
"11706","Varus",100,8302,2,3,5,"True",6631,3021,26,4612,1,0,161,11,7,"False","False",0.5667,0,1176,"NONE","DUO_SUPPORT"
"11707","Akali",200,14115,8,9,6,"False",30336,307,28,41826,0,0,212,17,12,"False","False",0.4667,0,2325,"MIDDLE","SOLO"
"11708","Lux",100,8694,2,4,14,"True",15880,2641,22,9323,1,1,124,13,8,"False","False",0.3667,0.7143,1496,"MIDDLE","SOLO"
"11709","Jax",100,11546,6,3,1,"True",11639,8339,17,18969,3,0,179,15,8,"False","False",0.5,0.4286,1365,"TOP","SOLO"
"11710","Kalista",100,11627,8,3,9,"True",17025,5175,22,16993,1,0,163,13,9,"False","False",0.6667,1,1525,"BOTTOM","DUO_CARRY"
"11711","Orianna",200,12512,4,6,17,"True",18120,5277,18,20573,2,1,219,16,8,"False","False",0.6,0.7143,1793,"TOP","SOLO"
"11712","MissFortune",100,16456,15,5,7,"True",29891,6948,15,19128,4,2,194,15,10,"True","False",0.4667,1,1769,"BOTTOM","DUO_CARRY"
"11713","Ornn",100,7667,3,2,8,"True",8445,2535,11,11795,1,0,128,13,10,"False","False",0.4667,0.5,1121,"NONE","DUO_SUPPORT"
"11715","Sylas",100,8562,2,10,7,"False",8583,0,34,35020,1,0,32,12,7,"False","False",0.2667,0.2222,1717,"JUNGLE","NONE"
"11716","LeeSin",200,14573,11,6,11,"True",29832,3899,27,31945,2,0,21,15,23,"True","False",0.6333,0.6,1717,"JUNGLE","NONE"
